"dataset","target_size","target_average_degree","target_centralisation","spotlight_pct","alpha","p_obs_spotlit","p_obs_nonspotlit","n_networks","n_fragmented","proportion_fragmented"
"n60_ad3_c5",60,3,0.5,0.01,8,1,1,100,0,0
"n60_ad3_c5",60,3,0.5,0.05,0,0.2,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,0,0.2,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,0,0.2,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,0,0.2,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,0,0.2,1,100,98,0.98
"n60_ad3_c5",60,3,0.5,0.05,0,0.4,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,0,0.4,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,0,0.4,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,0,0.4,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,0,0.4,1,100,89,0.89
"n60_ad3_c5",60,3,0.5,0.05,0,0.6,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,0,0.6,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,0,0.6,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,0,0.6,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,0,0.6,1,100,71,0.71
"n60_ad3_c5",60,3,0.5,0.05,0,0.8,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,0,0.8,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,0,0.8,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,0,0.8,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,0,0.8,1,100,47,0.47
"n60_ad3_c5",60,3,0.5,0.05,0,1,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,0,1,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,0,1,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,0,1,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,0,1,1,100,0,0
"n60_ad3_c5",60,3,0.5,0.05,1,0.2,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,1,0.2,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,1,0.2,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,1,0.2,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,1,0.2,1,100,99,0.99
"n60_ad3_c5",60,3,0.5,0.05,1,0.4,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,1,0.4,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,1,0.4,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,1,0.4,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,1,0.4,1,100,88,0.88
"n60_ad3_c5",60,3,0.5,0.05,1,0.6,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,1,0.6,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,1,0.6,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,1,0.6,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,1,0.6,1,100,81,0.81
"n60_ad3_c5",60,3,0.5,0.05,1,0.8,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,1,0.8,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,1,0.8,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,1,0.8,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,1,0.8,1,100,52,0.52
"n60_ad3_c5",60,3,0.5,0.05,1,1,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,1,1,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,1,1,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,1,1,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,1,1,1,100,0,0
"n60_ad3_c5",60,3,0.5,0.05,2,0.2,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,2,0.2,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,2,0.2,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,2,0.2,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,2,0.2,1,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,2,0.4,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,2,0.4,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,2,0.4,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,2,0.4,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,2,0.4,1,100,98,0.98
"n60_ad3_c5",60,3,0.5,0.05,2,0.6,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,2,0.6,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,2,0.6,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,2,0.6,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,2,0.6,1,100,93,0.93
"n60_ad3_c5",60,3,0.5,0.05,2,0.8,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,2,0.8,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,2,0.8,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,2,0.8,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,2,0.8,1,100,81,0.81
"n60_ad3_c5",60,3,0.5,0.05,2,1,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,2,1,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,2,1,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,2,1,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,2,1,1,100,0,0
"n60_ad3_c5",60,3,0.5,0.05,4,0.2,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,0.2,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,0.2,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,0.2,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,0.2,1,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,0.4,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,0.4,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,0.4,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,0.4,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,0.4,1,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,0.6,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,0.6,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,0.6,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,0.6,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,0.6,1,100,96,0.96
"n60_ad3_c5",60,3,0.5,0.05,4,0.8,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,0.8,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,0.8,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,0.8,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,0.8,1,100,87,0.87
"n60_ad3_c5",60,3,0.5,0.05,4,1,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,1,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,1,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,1,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,4,1,1,100,0,0
"n60_ad3_c5",60,3,0.5,0.05,8,0.2,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,8,0.2,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,8,0.2,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,8,0.2,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,8,0.2,1,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,8,0.4,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,8,0.4,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,8,0.4,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,8,0.4,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,8,0.4,1,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,8,0.6,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,8,0.6,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,8,0.6,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,8,0.6,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,8,0.6,1,100,99,0.99
"n60_ad3_c5",60,3,0.5,0.05,8,0.8,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,8,0.8,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,8,0.8,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,8,0.8,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,8,0.8,1,100,92,0.92
"n60_ad3_c5",60,3,0.5,0.05,8,1,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,8,1,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,8,1,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.05,8,1,0.8,100,97,0.97
"n60_ad3_c5",60,3,0.5,0.05,8,1,1,100,0,0
"n60_ad3_c5",60,3,0.5,0.1,0,0.2,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,0,0.2,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,0,0.2,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,0,0.2,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,0,0.2,1,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,0,0.4,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,0,0.4,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,0,0.4,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,0,0.4,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,0,0.4,1,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,0,0.6,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,0,0.6,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,0,0.6,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,0,0.6,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,0,0.6,1,100,90,0.9
"n60_ad3_c5",60,3,0.5,0.1,0,0.8,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,0,0.8,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,0,0.8,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,0,0.8,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,0,0.8,1,100,69,0.69
"n60_ad3_c5",60,3,0.5,0.1,0,1,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,0,1,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,0,1,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,0,1,0.8,100,99,0.99
"n60_ad3_c5",60,3,0.5,0.1,0,1,1,100,0,0
"n60_ad3_c5",60,3,0.5,0.1,1,0.2,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,1,0.2,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,1,0.2,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,1,0.2,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,1,0.2,1,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,1,0.4,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,1,0.4,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,1,0.4,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,1,0.4,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,1,0.4,1,100,97,0.97
"n60_ad3_c5",60,3,0.5,0.1,1,0.6,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,1,0.6,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,1,0.6,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,1,0.6,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,1,0.6,1,100,93,0.93
"n60_ad3_c5",60,3,0.5,0.1,1,0.8,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,1,0.8,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,1,0.8,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,1,0.8,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,1,0.8,1,100,78,0.78
"n60_ad3_c5",60,3,0.5,0.1,1,1,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,1,1,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,1,1,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,1,1,0.8,100,97,0.97
"n60_ad3_c5",60,3,0.5,0.1,1,1,1,100,0,0
"n60_ad3_c5",60,3,0.5,0.1,2,0.2,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,2,0.2,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,2,0.2,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,2,0.2,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,2,0.2,1,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,2,0.4,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,2,0.4,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,2,0.4,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,2,0.4,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,2,0.4,1,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,2,0.6,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,2,0.6,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,2,0.6,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,2,0.6,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,2,0.6,1,100,99,0.99
"n60_ad3_c5",60,3,0.5,0.1,2,0.8,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,2,0.8,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,2,0.8,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,2,0.8,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,2,0.8,1,100,94,0.94
"n60_ad3_c5",60,3,0.5,0.1,2,1,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,2,1,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,2,1,0.6,100,99,0.99
"n60_ad3_c5",60,3,0.5,0.1,2,1,0.8,100,94,0.94
"n60_ad3_c5",60,3,0.5,0.1,2,1,1,100,0,0
"n60_ad3_c5",60,3,0.5,0.1,4,0.2,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,4,0.2,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,4,0.2,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,4,0.2,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,4,0.2,1,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,4,0.4,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,4,0.4,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,4,0.4,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,4,0.4,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,4,0.4,1,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,4,0.6,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,4,0.6,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,4,0.6,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,4,0.6,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,4,0.6,1,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,4,0.8,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,4,0.8,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,4,0.8,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,4,0.8,0.8,100,99,0.99
"n60_ad3_c5",60,3,0.5,0.1,4,0.8,1,100,91,0.91
"n60_ad3_c5",60,3,0.5,0.1,4,1,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,4,1,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,4,1,0.6,100,98,0.98
"n60_ad3_c5",60,3,0.5,0.1,4,1,0.8,100,97,0.97
"n60_ad3_c5",60,3,0.5,0.1,4,1,1,100,0,0
"n60_ad3_c5",60,3,0.5,0.1,8,0.2,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,8,0.2,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,8,0.2,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,8,0.2,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,8,0.2,1,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,8,0.4,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,8,0.4,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,8,0.4,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,8,0.4,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,8,0.4,1,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,8,0.6,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,8,0.6,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,8,0.6,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,8,0.6,0.8,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,8,0.6,1,100,99,0.99
"n60_ad3_c5",60,3,0.5,0.1,8,0.8,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,8,0.8,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,8,0.8,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,8,0.8,0.8,100,99,0.99
"n60_ad3_c5",60,3,0.5,0.1,8,0.8,1,100,92,0.92
"n60_ad3_c5",60,3,0.5,0.1,8,1,0.2,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,8,1,0.4,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,8,1,0.6,100,100,1
"n60_ad3_c5",60,3,0.5,0.1,8,1,0.8,100,94,0.94
"n60_ad3_c5",60,3,0.5,0.1,8,1,1,100,0,0
"n60_ad6_c1",60,6,0.1,0.01,0,0.2,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,0,0.2,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,0,0.2,0.6,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,0,0.2,0.8,100,91,0.91
"n60_ad6_c1",60,6,0.1,0.01,0,0.2,1,100,38,0.38
"n60_ad6_c1",60,6,0.1,0.01,0,0.4,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,0,0.4,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,0,0.4,0.6,100,99,0.99
"n60_ad6_c1",60,6,0.1,0.01,0,0.4,0.8,100,92,0.92
"n60_ad6_c1",60,6,0.1,0.01,0,0.4,1,100,21,0.21
"n60_ad6_c1",60,6,0.1,0.01,0,0.6,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,0,0.6,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,0,0.6,0.6,100,99,0.99
"n60_ad6_c1",60,6,0.1,0.01,0,0.6,0.8,100,90,0.9
"n60_ad6_c1",60,6,0.1,0.01,0,0.6,1,100,14,0.14
"n60_ad6_c1",60,6,0.1,0.01,0,0.8,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,0,0.8,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,0,0.8,0.6,100,98,0.98
"n60_ad6_c1",60,6,0.1,0.01,0,0.8,0.8,100,83,0.83
"n60_ad6_c1",60,6,0.1,0.01,0,0.8,1,100,2,0.02
"n60_ad6_c1",60,6,0.1,0.01,0,1,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,0,1,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,0,1,0.6,100,99,0.99
"n60_ad6_c1",60,6,0.1,0.01,0,1,0.8,100,82,0.82
"n60_ad6_c1",60,6,0.1,0.01,0,1,1,100,0,0
"n60_ad6_c1",60,6,0.1,0.01,1,0.2,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,1,0.2,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,1,0.2,0.6,100,99,0.99
"n60_ad6_c1",60,6,0.1,0.01,1,0.2,0.8,100,86,0.86
"n60_ad6_c1",60,6,0.1,0.01,1,0.2,1,100,30,0.3
"n60_ad6_c1",60,6,0.1,0.01,1,0.4,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,1,0.4,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,1,0.4,0.6,100,99,0.99
"n60_ad6_c1",60,6,0.1,0.01,1,0.4,0.8,100,85,0.85
"n60_ad6_c1",60,6,0.1,0.01,1,0.4,1,100,14,0.14
"n60_ad6_c1",60,6,0.1,0.01,1,0.6,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,1,0.6,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,1,0.6,0.6,100,97,0.97
"n60_ad6_c1",60,6,0.1,0.01,1,0.6,0.8,100,83,0.83
"n60_ad6_c1",60,6,0.1,0.01,1,0.6,1,100,11,0.11
"n60_ad6_c1",60,6,0.1,0.01,1,0.8,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,1,0.8,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,1,0.8,0.6,100,98,0.98
"n60_ad6_c1",60,6,0.1,0.01,1,0.8,0.8,100,76,0.76
"n60_ad6_c1",60,6,0.1,0.01,1,0.8,1,100,3,0.03
"n60_ad6_c1",60,6,0.1,0.01,1,1,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,1,1,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,1,1,0.6,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,1,1,0.8,100,86,0.86
"n60_ad6_c1",60,6,0.1,0.01,1,1,1,100,0,0
"n60_ad6_c1",60,6,0.1,0.01,2,0.2,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,2,0.2,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,2,0.2,0.6,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,2,0.2,0.8,100,92,0.92
"n60_ad6_c1",60,6,0.1,0.01,2,0.2,1,100,29,0.29
"n60_ad6_c1",60,6,0.1,0.01,2,0.4,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,2,0.4,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,2,0.4,0.6,100,99,0.99
"n60_ad6_c1",60,6,0.1,0.01,2,0.4,0.8,100,82,0.82
"n60_ad6_c1",60,6,0.1,0.01,2,0.4,1,100,20,0.2
"n60_ad6_c1",60,6,0.1,0.01,2,0.6,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,2,0.6,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,2,0.6,0.6,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,2,0.6,0.8,100,83,0.83
"n60_ad6_c1",60,6,0.1,0.01,2,0.6,1,100,11,0.11
"n60_ad6_c1",60,6,0.1,0.01,2,0.8,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,2,0.8,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,2,0.8,0.6,100,98,0.98
"n60_ad6_c1",60,6,0.1,0.01,2,0.8,0.8,100,78,0.78
"n60_ad6_c1",60,6,0.1,0.01,2,0.8,1,100,4,0.04
"n60_ad6_c1",60,6,0.1,0.01,2,1,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,2,1,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,2,1,0.6,100,99,0.99
"n60_ad6_c1",60,6,0.1,0.01,2,1,0.8,100,88,0.88
"n60_ad6_c1",60,6,0.1,0.01,2,1,1,100,0,0
"n60_ad6_c1",60,6,0.1,0.01,4,0.2,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,4,0.2,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,4,0.2,0.6,100,99,0.99
"n60_ad6_c1",60,6,0.1,0.01,4,0.2,0.8,100,92,0.92
"n60_ad6_c1",60,6,0.1,0.01,4,0.2,1,100,26,0.26
"n60_ad6_c1",60,6,0.1,0.01,4,0.4,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,4,0.4,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,4,0.4,0.6,100,99,0.99
"n60_ad6_c1",60,6,0.1,0.01,4,0.4,0.8,100,87,0.87
"n60_ad6_c1",60,6,0.1,0.01,4,0.4,1,100,12,0.12
"n60_ad6_c1",60,6,0.1,0.01,4,0.6,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,4,0.6,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,4,0.6,0.6,100,99,0.99
"n60_ad6_c1",60,6,0.1,0.01,4,0.6,0.8,100,84,0.84
"n60_ad6_c1",60,6,0.1,0.01,4,0.6,1,100,10,0.1
"n60_ad6_c1",60,6,0.1,0.01,4,0.8,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,4,0.8,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,4,0.8,0.6,100,99,0.99
"n60_ad6_c1",60,6,0.1,0.01,4,0.8,0.8,100,82,0.82
"n60_ad6_c1",60,6,0.1,0.01,4,0.8,1,100,5,0.05
"n60_ad6_c1",60,6,0.1,0.01,4,1,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,4,1,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,4,1,0.6,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,4,1,0.8,100,83,0.83
"n60_ad6_c1",60,6,0.1,0.01,4,1,1,100,0,0
"n60_ad6_c1",60,6,0.1,0.01,8,0.2,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,8,0.2,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,8,0.2,0.6,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,8,0.2,0.8,100,86,0.86
"n60_ad6_c1",60,6,0.1,0.01,8,0.2,1,100,20,0.2
"n60_ad6_c1",60,6,0.1,0.01,8,0.4,0.2,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,8,0.4,0.4,100,100,1
"n60_ad6_c1",60,6,0.1,0.01,8,0.4,0.6,100,100,1
